Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Phillip Tanner,TannPh00,2011,213,28.9,1,,6,0,0,1
Ryan Tannehill,TannRy00,2013,220,26.8,1,,6,0,0,10
Ryan Tannehill,TannRy00,2016,220,26.8,1,,6,0,0,10
Ryan Tannehill,TannRy00,2014,220,26.8,1,,6,0,0,14
Ryan Tannehill,TannRy00,2012,220,26.8,2,,12,0,0,10
Ryan Tannehill,TannRy00,2015,220,26.8,1,,6,0,0,11
Jacob Tamme,TammJa00,2012,234,28.5,2,,12,0,0,5
Jacob Tamme,TammJa00,2015,234,28.5,1,,6,0,0,5
Jacob Tamme,TammJa00,2013,234,28.5,1,,6,0,0,2
Jacob Tamme,TammJa00,2016,234,28.5,3,,18,0,0,2
Jacob Tamme,TammJa00,2011,234,28.5,1,,6,0,0,1
Jacob Tamme,TammJa00,2014,234,28.5,2,,12,0,0,1
Lorenzo Taliaferro,TaliLo00,2014,229,31.1,4,,24,0,0,3
Will Ta'ufo'ou,TaufWi00,2012,253,35.3,0,,0,0,0,0
Will Ta'ufo'ou,TaufWi00,2013,253,35.3,0,,0,0,0,0
Will Ta'ufo'ou,TaufWi00,2014,253,35.3,0,,0,0,0,0
Erik Swoope,SwooEr00,2016,246,29.2,1,,6,0,0,3
Travis Swanson,SwanTr00,2014,312,37,0,,0,0,0,3
Brett Swain,SwaiBr00,2011,200,26.4,0,,0,0,0,0
Geoff Swaim,SwaiGe00,2016,250,30.4,0,,0,0,0,1
Phillip Supernaw,SupePh00,2015,250,29.6,0,,0,0,0,0
Phillip Supernaw,SupePh00,2016,250,29.6,0,,0,0,0,1
Phillip Supernaw,SupePh00,2014,250,29.6,0,,0,0,0,0
Frank Summers,SummFr00,2013,240,34.4,2,,12,0,0,1
Frank Summers,SummFr00,2014,240,34.4,1,,6,0,0,0
Zach Sudfeld,SudfZa00,2013,253,28.5,0,,0,0,0,0
Zach Sudfeld,SudfZa00,2014,253,28.5,0,,0,0,0,1
Chansi Stuckey,StucCh20,2011,182,26.1,0,,0,0,0,0
Sammie Stroughter,StroSa00,2011,182,26.9,0,,0,0,0,0
Jaelen Strong,StroJa01,2015,215,26.9,3,,18,0,0,1
Jaelen Strong,StroJa01,2016,215,26.9,0,,0,0,0,1
Devin Street,StreDe00,2014,198,24.7,0,,0,0,0,0
Devin Street,StreDe00,2015,198,24.7,1,,6,0,0,1
Devin Street,StreDe00,2016,198,24.7,0,,0,0,0,0
Rod Streater,StreRo00,2012,200,25,3,1,20,0,0,4
Rod Streater,StreRo00,2013,200,25,4,,24,0,0,7
Rod Streater,StreRo00,2016,200,25,2,,12,0,0,1
Maurice Stovall,StovMa00,2011,215,26.2,0,,0,0,0,0
Jake Stoneburner,StonJa01,2013,249,31.1,0,,0,0,0,0
Jake Stoneburner,StonJa01,2015,249,31.1,2,,12,0,0,0
Brandon Stokley,StokBr00,2012,197,27.5,5,,30,0,0,5
Brandon Stokley,StokBr00,2013,197,27.5,0,,0,0,0,1
Luke Stocker,StocLu00,2012,255,30.2,1,,6,0,0,1
Luke Stocker,StocLu00,2016,255,30.2,0,,0,0,0,0
Luke Stocker,StocLu00,2014,255,30.2,0,,0,0,0,0
Luke Stocker,StocLu00,2011,255,30.2,0,,0,0,0,1
Luke Stocker,StocLu00,2015,255,30.2,1,,6,0,0,1
Byron Stingily,StinBy00,2014,313,37.1,0,,0,0,0,2
Kenny Stills,StilKe00,2013,194,25.6,5,,30,0,0,6
Kenny Stills,StilKe00,2016,194,25.6,9,,54,0,0,6
Kenny Stills,StilKe00,2014,194,25.6,3,,18,0,0,8
Kenny Stills,StilKe00,2015,194,25.6,3,,18,0,0,3
Jonathan Stewart,StewJo00,2012,235,32.8,2,,12,0,0,3
Jonathan Stewart,StewJo00,2015,235,32.8,7,,42,1,0,9
Jonathan Stewart,StewJo00,2013,235,32.8,0,,0,0,0,2
Jonathan Stewart,StewJo00,2016,235,32.8,9,,54,0,0,5
Jonathan Stewart,StewJo00,2011,235,32.8,5,,30,0,0,9
Jonathan Stewart,StewJo00,2014,235,32.8,4,,24,0,0,6
Jeremy Stewart,StewJe00,2013,230,30.3,2,,12,0,0,0
Jeremy Stewart,StewJe00,2014,230,30.3,0,,0,0,0,0
Craig Stevens,StevCr00,2013,255,31.9,0,,0,0,0,0
Craig Stevens,StevCr00,2011,255,31.9,1,,6,0,0,1
Craig Stevens,StevCr00,2014,255,31.9,0,,0,0,0,0
Craig Stevens,StevCr00,2012,255,31.9,1,,6,0,0,2
Craig Stevens,StevCr00,2015,255,31.9,2,,12,0,0,1
Neal Sterling,SterNe00,2016,235,28.6,0,,0,0,0,1
Neal Sterling,SterNe00,2015,235,28.6,0,,0,0,0,0
Donald Stephenson,StepDo00,2012,312,36.1,0,,0,0,0,3
LaRod Stephens-Howling,StepLa00,2011,180,28.2,2,,12,0,0,3
LaRod Stephens-Howling,StepLa00,2012,180,28.2,4,,24,0,0,2
James Starks,StarJa00,2012,203,26.8,1,,6,0,0,2
James Starks,StarJa00,2015,203,26.8,5,,30,0,0,8
James Starks,StarJa00,2013,203,26.8,4,,24,0,0,4
James Starks,StarJa00,2016,203,26.8,2,,12,0,0,2
James Starks,StarJa00,2011,203,26.8,1,,6,0,0,8
James Starks,StarJa00,2014,203,26.8,2,,12,0,0,5
Drew Stanton,StanDr00,2016,236,29.5,0,,0,0,0,1
Drew Stanton,StanDr00,2014,236,29.5,0,,0,0,0,5
Drew Stanton,StanDr00,2015,236,29.5,0,,0,0,0,0
Isaiah Stanback,StanIs00,2012,216,27,0,,0,0,0,0
Donte' Stallworth,StalDo00,2011,197,26.7,2,,12,0,0,2
Matthew Stafford,StafMa00,2014,230,29.5,2,,12,1,0,12
Matthew Stafford,StafMa00,2012,230,29.5,4,,24,0,0,13
Matthew Stafford,StafMa00,2015,230,29.5,1,,6,0,0,13
Matthew Stafford,StafMa00,2013,230,29.5,2,,12,0,0,13
Matthew Stafford,StafMa00,2016,230,29.5,2,,12,0,0,14
Matthew Stafford,StafMa00,2011,230,29.5,0,,0,0,0,16
Zac Stacy,StacZa00,2014,216,31.9,1,,6,0,0,3
Zac Stacy,StacZa00,2015,216,31.9,1,,6,0,0,1
Zac Stacy,StacZa00,2013,216,31.9,8,,48,0,0,7
Micheal Spurlock,SpurMi00,2012,214,30.7,3,,18,0,0,4
Micheal Spurlock,SpurMi00,2013,214,30.7,0,,0,0,0,0
Micheal Spurlock,SpurMi00,2011,214,30.7,0,,0,0,0,0
Darren Sproles,SproDa00,2012,181,29.2,8,1,50,0,0,7
Darren Sproles,SproDa00,2015,181,29.2,6,,36,1,0,6
Darren Sproles,SproDa00,2013,181,29.2,4,,24,0,0,7
Darren Sproles,SproDa00,2016,181,29.2,4,,24,1,0,6
Darren Sproles,SproDa00,2011,181,29.2,10,,60,0,0,13
Darren Sproles,SproDa00,2014,181,29.2,8,,48,1,0,7
C.J. Spiller,SpilC.00,2012,194,27.1,8,,48,1,0,13
C.J. Spiller,SpilC.00,2015,194,27.1,2,,12,0,0,3
C.J. Spiller,SpilC.00,2013,194,27.1,2,,12,0,0,7
C.J. Spiller,SpilC.00,2016,194,27.1,1,,6,0,0,0
C.J. Spiller,SpilC.00,2011,194,27.1,6,,36,0,0,6
C.J. Spiller,SpilC.00,2014,194,27.1,2,,12,0,0,4
Kory Sperry,SperKo00,2011,242,29.5,0,,0,0,0,0
Kory Sperry,SperKo00,2013,242,29.5,0,,0,0,0,0
Matt Spaeth,SpaeMa00,2012,270,30.4,1,,6,0,0,0
Matt Spaeth,SpaeMa00,2014,270,30.4,1,1,8,0,0,0
Matt Spaeth,SpaeMa00,2011,270,30.4,2,,12,0,0,0
Matt Spaeth,SpaeMa00,2015,270,30.4,0,,0,0,0,0
Stephen Spach,SpacSt00,2011,250,30.4,0,,0,0,0,0
Nate Solder,SoldNa00,2011,314,34.5,0,,0,0,0,8
Justin Snow,SnowJu00,2011,240,30,0,,0,0,0,0
Jason Snelling,SnelJa00,2012,235,32.8,1,,6,0,0,3
Jason Snelling,SnelJa00,2013,235,32.8,4,,24,0,0,3
Jason Snelling,SnelJa00,2011,235,32.8,1,,6,0,0,3
Willie Snead,SneaWi00,2016,195,27.2,4,,24,0,0,8
Willie Snead,SneaWi00,2015,195,27.2,3,,18,0,0,8
Torrey Smith,SmitTo02,2012,205,27,8,,48,0,0,8
Torrey Smith,SmitTo02,2015,205,27,4,1,26,0,0,4
Torrey Smith,SmitTo02,2013,205,27,4,1,26,0,0,8
Torrey Smith,SmitTo02,2016,205,27,3,,18,0,0,2
Torrey Smith,SmitTo02,2011,205,27,7,,42,0,0,8
Torrey Smith,SmitTo02,2014,205,27,11,,66,0,0,7
Steve Smith,SmitSt01,2011,185,27.3,7,1,44,1,0,14
Steve Smith,SmitSt01,2014,185,27.3,6,,36,0,0,10
Steve Smith,SmitSt02,2011,195,26.4,1,,6,0,0,1
Steve Smith,SmitSt01,2012,185,27.3,4,,24,0,0,10
Steve Smith,SmitSt01,2015,185,27.3,3,,18,0,0,4
Steve Smith,SmitSt02,2012,195,26.4,0,,0,0,0,1
Steve Smith,SmitSt01,2013,185,27.3,4,,24,0,0,8
Steve Smith,SmitSt01,2016,185,27.3,5,2,34,0,0,5
Shelley Smith,SmitSh22,2012,203,24.7,0,,0,0,0,3
Rod Smith,SmitRo06,2015,231,28.9,0,,0,0,0,0
Rod Smith,SmitRo06,2016,231,28.9,0,,0,0,0,0
Lee Smith,SmitLe00,2013,269,31.1,0,,0,0,0,1
Lee Smith,SmitLe00,2011,269,31.1,0,,0,0,0,0
Lee Smith,SmitLe00,2014,269,31.1,1,,6,0,0,0
Lee Smith,SmitLe00,2012,269,31.1,2,,12,0,0,0
Lee Smith,SmitLe00,2015,269,31.1,1,,6,0,0,1
Kevin Smith,SmitKe02,2011,210,28.5,7,,42,0,0,4
Kevin Smith,SmitKe04,2015,218,29.6,0,,0,0,0,0
Kevin Smith,SmitKe02,2012,210,28.5,2,,12,0,0,1
Keith Smith,SmitKe03,2016,232,31.5,0,,0,0,0,0
Hayden Smith,SmitHa01,2012,255,29.5,0,,0,0,0,0
Geno Smith,SmitGe00,2013,218,27.2,6,,36,0,0,7
Geno Smith,SmitGe00,2014,218,27.2,1,,6,0,0,7
Devin Smith,SmitDe04,2015,190,25.8,1,,6,0,0,1
Brad Smith,SmitBr01,2011,210,27,2,,12,0,0,3
Brad Smith,SmitBr01,2014,210,27,1,,6,0,0,0
Brad Smith,SmitBr01,2012,210,27,4,,24,0,0,3
Brad Smith,SmitBr01,2013,210,27,0,,0,0,0,1
Armond Smith,SmitAr00,2013,194,28.6,0,,0,0,0,0
Antone Smith,SmitAn01,2012,190,28.1,0,,0,0,0,0
Antone Smith,SmitAn01,2015,190,28.1,0,,0,0,0,0
Antone Smith,SmitAn01,2013,190,28.1,2,,12,0,0,1
Antone Smith,SmitAn01,2011,190,28.1,0,,0,0,0,0
Antone Smith,SmitAn01,2014,190,28.1,5,,30,0,0,3
Andre Smith,SmitAn02,2013,267,31.7,0,,0,0,0,0
Alfonso Smith,SmitAl22,2013,208,27.4,1,,6,0,0,1
Alfonso Smith,SmitAl22,2011,208,27.4,1,,6,0,0,1
Alfonso Smith,SmitAl22,2014,208,27.4,0,,0,0,0,0
Alfonso Smith,SmitAl22,2012,208,27.4,0,,0,0,0,0
Alex Smith,SmitAl02,2013,258,31.4,1,,6,0,0,0
Alex Smith,SmitAl03,2013,212,25.8,1,,6,1,0,14
Alex Smith,SmitAl03,2016,212,25.8,5,,30,1,0,12
Alex Smith,SmitAl02,2011,258,31.4,1,,6,0,0,1
Alex Smith,SmitAl03,2011,212,25.8,2,,12,0,0,13
Alex Smith,SmitAl03,2014,212,25.8,1,,6,0,0,13
Alex Smith,SmitAl02,2012,258,31.4,0,,0,0,0,0
Alex Smith,SmitAl03,2012,212,25.8,0,,0,0,0,7
Alex Smith,SmitAl03,2015,212,25.8,2,,12,0,0,16
Wendell Smallwood,SmalWe00,2016,208,29.8,2,,12,0,0,3
Steve Slaton,SlatSt00,2011,195,28,1,,6,0,0,0
Matt Slater,SlatMa00,2012,198,26.9,0,,0,1,0,0
Matt Slater,SlatMa00,2015,198,26.9,0,,0,1,0,0
Matt Slater,SlatMa00,2013,198,26.9,0,,0,1,0,0
Matt Slater,SlatMa00,2016,198,26.9,0,,0,1,1,0
Matt Slater,SlatMa00,2011,198,26.9,0,,0,1,0,4
Matt Slater,SlatMa00,2014,198,26.9,0,,0,1,0,0
John Skelton,SkelJo00,2012,244,28.9,0,,0,0,0,-2
John Skelton,SkelJo00,2011,244,28.9,0,,0,0,0,4
Mike Sims-Walker,WalkMi01,2011,197,25.3,0,,0,0,0,1
Dion Sims,SimsDi00,2015,262,31.1,1,,6,0,0,1
Dion Sims,SimsDi00,2013,262,31.1,1,,6,0,0,0
Dion Sims,SimsDi00,2016,262,31.1,4,,24,0,0,2
Dion Sims,SimsDi00,2014,262,31.1,2,,12,0,0,3
Charles Sims,SimsCh00,2016,214,29,2,,12,0,0,2
Charles Sims,SimsCh00,2014,214,29,1,,6,0,0,2
Charles Sims,SimsCh00,2015,214,29,4,,24,0,0,8
Jerome Simpson,SimpJe00,2011,193,25.5,4,,24,0,0,6
Jerome Simpson,SimpJe00,2015,193,25.5,1,,6,0,0,0
Jerome Simpson,SimpJe00,2012,193,25.5,0,,0,0,0,3
Jerome Simpson,SimpJe00,2013,193,25.5,1,,6,0,0,7
Scott Simonson,SimoSc00,2015,249,29.5,0,,0,0,0,0
Scott Simonson,SimoSc00,2016,249,29.5,0,,0,0,0,0
Trevor Siemian,SiemTr00,2016,215,26.9,0,1,2,0,0,9
Cecil Shorts,ShorCe00,2011,200,27.1,1,,6,0,0,0
Cecil Shorts,ShorCe00,2014,200,27.1,1,,6,0,0,3
Cecil Shorts,ShorCe00,2012,200,27.1,7,,42,0,0,7
Cecil Shorts,ShorCe00,2015,200,27.1,2,,12,0,0,4
Cecil Shorts,ShorCe00,2013,200,27.1,3,,18,0,0,5
Cecil Shorts,ShorCe00,2016,200,27.1,0,,0,0,0,1
Jeremy Shockey,ShocJe00,2011,253,30,4,,24,0,0,4
Jordan Shipley,ShipJo00,2012,190,26.5,1,,6,0,0,2
A.Q. Shipley,ShipA.20,2015,290,40.4,0,,0,0,0,2
Visanthe Shiancoe,ShiaVi00,2011,250,30.4,3,,18,0,0,4
Anthony Sherman,SherAn00,2012,244,34,0,,0,0,0,0
Anthony Sherman,SherAn00,2015,244,34,0,,0,0,0,0
Anthony Sherman,SherAn00,2013,244,34,1,,6,0,0,2
Anthony Sherman,SherAn00,2016,244,34,0,,0,0,0,0
Anthony Sherman,SherAn00,2011,244,34,0,,0,0,0,1
Anthony Sherman,SherAn00,2014,244,34,1,,6,0,0,1
Sterling Shepard,ShepSt00,2016,194,27.8,8,,48,0,0,5
Russell Shepard,ShepRu00,2014,195,25.7,0,,0,0,0,0
Russell Shepard,ShepRu00,2015,195,25.7,1,,6,0,0,0
Russell Shepard,ShepRu00,2013,195,25.7,0,,0,0,0,0
Russell Shepard,ShepRu00,2016,195,25.7,2,,12,0,0,3
Brandon Shell,ShelBr00,2016,325,37.6,0,,0,0,0,2
Tajae Sharpe,SharTa00,2016,189,24.3,2,,12,0,0,5
Mike Sellers,SellMi00,2011,260,32.5,0,,0,0,0,0
Austin Seferian-Jenkins,SefeAu00,2015,262,30.3,4,,24,0,0,3
Austin Seferian-Jenkins,SefeAu00,2016,262,30.3,1,,6,0,0,1
Austin Seferian-Jenkins,SefeAu00,2014,262,30.3,2,,12,0,0,2
Jonathan Scott,ScotJo22,2012,310,35.8,0,,0,0,0,4
Da'Rel Scott,ScotDa01,2013,205,28.6,1,,6,0,0,1
Da'Rel Scott,ScotDa01,2011,205,28.6,0,,0,0,0,0
Bernard Scott,ScotBe00,2011,200,28.7,3,,18,0,0,3
Ryan Schraeder,SchrRy00,2014,300,33.8,0,,0,0,0,6
Ryan Schraeder,SchrRy00,2013,300,33.8,0,,0,0,0,3
Owen Schmitt,SchmOw00,2011,251,32.2,0,,0,0,0,0
Owen Schmitt,SchmOw00,2012,251,32.2,0,,0,0,0,0
Caleb Schlauderaff,SchlCa00,2011,305,37.1,0,,0,0,0,1
Chaz Schilens,SchiCh00,2011,225,27.4,2,,12,0,0,2
Chaz Schilens,SchiCh00,2012,225,27.4,2,,12,0,0,2
Tony Scheffler,ScheTo00,2011,255,30.2,6,1,38,0,0,3
Tony Scheffler,ScheTo00,2012,255,30.2,1,,6,0,0,4
Tony Scheffler,ScheTo00,2013,255,30.2,0,,0,0,0,1
Matt Schaub,SchaMa00,2012,235,27.9,0,,0,1,0,12
Matt Schaub,SchaMa00,2013,235,27.9,0,,0,0,0,3
Matt Schaub,SchaMa00,2011,235,27.9,2,,12,0,0,9
Matt Schaub,SchaMa00,2014,235,27.9,0,,0,0,0,0
Weslye Saunders,SaunWe00,2012,270,32,0,,0,0,0,0
Weslye Saunders,SaunWe00,2013,270,32,0,,0,0,0,0
Weslye Saunders,SaunWe00,2011,270,32,1,,6,0,0,0
Jalen Saunders,SaunJa00,2014,165,24.4,0,,0,0,0,0
Dane Sanzenbacher,SanzDa00,2012,180,25.1,0,,0,0,0,0
Dane Sanzenbacher,SanzDa00,2013,180,25.1,0,,0,0,0,1
Dane Sanzenbacher,SanzDa00,2011,180,25.1,3,,18,0,0,2
Dane Sanzenbacher,SanzDa00,2014,180,25.1,0,,0,0,0,1
Mohamed Sanu,SanuMo00,2012,215,27.6,4,,24,0,0,2
Mohamed Sanu,SanuMo00,2015,215,27.6,2,,12,0,0,5
Mohamed Sanu,SanuMo00,2013,215,27.6,2,,12,0,0,4
Mohamed Sanu,SanuMo00,2016,215,27.6,4,1,26,0,0,7
Mohamed Sanu,SanuMo00,2014,215,27.6,5,1,32,0,0,8
Bishop Sankey,SankBi00,2014,209,30,2,,12,0,0,4
Bishop Sankey,SankBi00,2015,209,30,2,,12,0,0,2
Emmanuel Sanders,SandEm00,2013,186,25.9,6,1,38,0,0,7
Emmanuel Sanders,SandEm00,2016,186,25.9,5,,30,1,0,8
Emmanuel Sanders,SandEm00,2011,186,25.9,2,,12,0,0,2
Emmanuel Sanders,SandEm00,2014,186,25.9,9,1,56,1,0,14
Emmanuel Sanders,SandEm00,2012,186,25.9,1,,6,0,0,5
Emmanuel Sanders,SandEm00,2015,186,25.9,6,,36,0,0,8
Ace Sanders,SandAc00,2014,173,27.1,0,,0,0,0,0
Ace Sanders,SandAc00,2013,173,27.1,1,,6,0,0,3
Mark Sanchez,SancMa00,2012,225,28.9,0,,0,0,0,5
Mark Sanchez,SancMa00,2014,225,28.9,1,,6,0,0,7
Mark Sanchez,SancMa00,2011,225,28.9,6,,36,0,0,9
DeMarco Sampson,SampDe00,2011,201,25.8,0,,0,0,0,0
Greg Salas,SalaGr00,2014,206,27.2,1,,6,0,0,1
Greg Salas,SalaGr00,2011,206,27.2,0,,0,0,0,1
Greg Salas,SalaGr00,2013,206,27.2,0,,0,0,0,1
Brandon Saine,SainBr00,2012,220,30.7,0,,0,0,0,0
Brandon Saine,SainBr00,2011,220,30.7,0,,0,0,0,1
Matt Ryan,RyanMa00,2015,217,26.4,0,,0,0,0,13
Matt Ryan,RyanMa00,2013,217,26.4,0,,0,0,0,13
Matt Ryan,RyanMa00,2016,217,26.4,0,1,2,1,1,21
Matt Ryan,RyanMa00,2011,217,26.4,2,,12,0,0,15
Matt Ryan,RyanMa00,2014,217,26.4,0,,0,1,0,15
Matt Ryan,RyanMa00,2012,217,26.4,1,,6,1,0,18
Kyle Rudolph,RudoKy00,2013,265,31.4,3,,18,0,0,3
Kyle Rudolph,RudoKy00,2016,265,31.4,7,,42,0,0,7
Kyle Rudolph,RudoKy00,2011,265,31.4,3,,18,0,0,2
Kyle Rudolph,RudoKy00,2014,265,31.4,2,,12,0,0,2
Kyle Rudolph,RudoKy00,2012,265,31.4,9,1,56,1,0,5
Kyle Rudolph,RudoKy00,2015,265,31.4,5,,30,0,0,5
Evan Royster,RoysEv00,2013,218,29.6,0,,0,0,0,0
Evan Royster,RoysEv00,2011,218,29.6,0,,0,0,0,2
Evan Royster,RoysEv00,2012,218,29.6,2,,12,0,0,2
Eddie Royal,RoyaEd00,2013,182,26.1,8,,48,0,0,6
Eddie Royal,RoyaEd00,2016,182,26.1,3,,18,0,0,3
Eddie Royal,RoyaEd00,2011,182,26.1,2,,12,0,0,2
Eddie Royal,RoyaEd00,2014,182,26.1,7,,42,0,0,6
Eddie Royal,RoyaEd00,2012,182,26.1,1,,6,0,0,2
Eddie Royal,RoyaEd00,2015,182,26.1,1,,6,0,0,2
Rashad Ross,RossRa00,2016,167,22.6,0,,0,0,0,0
Rashad Ross,RossRa00,2015,167,22.6,3,,18,0,0,3
Jeremy Ross,RossJe01,2012,213,29.7,0,,0,0,0,0
Jeremy Ross,RossJe01,2015,213,29.7,0,,0,0,0,1
Jeremy Ross,RossJe01,2013,213,29.7,3,,18,0,0,3
Jeremy Ross,RossJe01,2016,213,29.7,1,,6,0,0,0
Jeremy Ross,RossJe01,2014,213,29.7,1,,6,0,0,3
Dante Rosario,RosaDa00,2012,244,30.5,3,,18,0,0,1
Dante Rosario,RosaDa00,2013,244,30.5,0,,0,0,0,0
Dante Rosario,RosaDa00,2011,244,30.5,0,,0,0,0,1
Dante Rosario,RosaDa00,2014,244,30.5,0,1,2,0,0,1
Naaman Roosevelt,RoosNa00,2011,189,25.6,1,,6,0,0,2
Tony Romo,RomoTo00,2014,219,28.1,0,,0,1,0,15
Tony Romo,RomoTo00,2012,219,28.1,1,1,8,0,0,14
Tony Romo,RomoTo00,2013,219,28.1,0,,0,0,0,13
Tony Romo,RomoTo00,2011,219,28.1,1,,6,0,0,13
Dennis Roland,RolaDe20,2011,325,34.8,0,,0,0,0,2
Dennis Roland,RolaDe20,2012,325,34.8,0,,0,0,0,2
Eli Rogers,RogeEl00,2016,187,26.8,3,,18,0,0,6
Da'Rick Rogers,RogeDa01,2013,216,27.7,2,,12,0,0,2
Chester Rogers,RogeCh02,2016,180,23.7,0,,0,0,0,3
Ben Roethlisberger,RoetBe00,2011,240,28.5,0,,0,1,0,12
Ben Roethlisberger,RoetBe00,2014,240,28.5,0,,0,1,0,15
Ben Roethlisberger,RoetBe00,2012,240,28.5,0,,0,0,0,10
Ben Roethlisberger,RoetBe00,2015,240,28.5,0,,0,1,0,12
Ben Roethlisberger,RoetBe00,2013,240,28.5,1,,6,0,0,13
Ben Roethlisberger,RoetBe00,2016,240,28.5,1,,6,1,0,12
Evan Rodriguez,RodrEv00,2012,242,31.9,0,,0,0,0,0
Evan Rodriguez,RodrEv00,2013,242,31.9,0,,0,0,0,0
Richard Rodgers,RodgRi00,2016,257,31.3,2,,12,0,0,3
Richard Rodgers,RodgRi00,2014,257,31.3,2,,12,0,0,3
Richard Rodgers,RodgRi00,2015,257,31.3,8,1,50,0,0,5
Jacquizz Rodgers,RodgJa00,2013,190,29.8,4,,24,0,0,5
Jacquizz Rodgers,RodgJa00,2016,190,29.8,2,,12,0,0,4
Jacquizz Rodgers,RodgJa00,2011,190,29.8,2,,12,0,0,3
Jacquizz Rodgers,RodgJa00,2014,190,29.8,2,,12,0,0,3
Jacquizz Rodgers,RodgJa00,2012,190,29.8,2,,12,0,0,7
Jacquizz Rodgers,RodgJa00,2015,190,29.8,0,,0,0,0,0
Aaron Rodgers,RodgAa00,2013,223,28.6,0,,0,0,0,9
Aaron Rodgers,RodgAa00,2016,223,28.6,4,1,26,1,0,18
Aaron Rodgers,RodgAa00,2011,223,28.6,3,,18,1,1,23
Aaron Rodgers,RodgAa00,2014,223,28.6,2,,12,1,1,21
Aaron Rodgers,RodgAa00,2012,223,28.6,2,,12,1,0,16
Aaron Rodgers,RodgAa00,2015,223,28.6,1,,6,1,0,14
Courtney Roby,RobyCo00,2012,189,25.6,1,,6,0,0,0
Courtney Roby,RobyCo00,2011,189,25.6,0,,0,0,0,0
Brian Robiskie,RobiBr00,2012,207,26.6,1,,6,0,0,0
Brian Robiskie,RobiBr00,2011,207,26.6,0,,0,0,0,0
Michael Robinson,RobiMi00,2013,225,29.7,0,,0,0,0,0
Michael Robinson,RobiMi00,2011,225,29.7,2,,12,1,0,1
Michael Robinson,RobiMi00,2012,225,29.7,2,,12,0,0,2
Laurent Robinson,RobiLa01,2012,192,24.6,0,,0,0,0,2
Laurent Robinson,RobiLa01,2011,192,24.6,11,,66,0,0,7
Khiry Robinson,RobiKh00,2014,220,29.8,3,,18,0,0,3
Khiry Robinson,RobiKh00,2015,220,29.8,4,,24,0,0,2
Khiry Robinson,RobiKh00,2013,220,29.8,1,,6,0,0,2
Josh Robinson,RobiJo01,2014,199,28.6,0,,0,0,0,3
Josh Robinson,RobiJo02,2015,215,31.7,0,,0,0,0,0
Denard Robinson,RobiDe00,2015,199,27.8,1,,6,0,0,3
Denard Robinson,RobiDe00,2013,199,27.8,0,,0,0,0,0
Denard Robinson,RobiDe00,2016,199,27.8,0,,0,0,0,1
Denard Robinson,RobiDe00,2014,199,27.8,4,,24,0,0,4
Demarcus Robinson,RobiDe01,2016,203,26.8,0,,0,0,0,0
Allen Robinson,RobiAl02,2015,220,27.5,14,,84,1,0,11
Allen Robinson,RobiAl02,2016,220,27.5,6,1,38,0,0,6
Allen Robinson,RobiAl02,2014,220,27.5,2,1,14,0,0,3
Aldrick Robinson,RobiAl00,2014,184,26.4,0,,0,0,0,0
Aldrick Robinson,RobiAl00,2012,184,26.4,3,,18,0,0,3
Aldrick Robinson,RobiAl00,2016,184,26.4,2,,12,0,0,4
Aldrick Robinson,RobiAl00,2013,184,26.4,2,,12,0,0,2
Adrien Robinson,RobiAd00,2014,264,32.1,1,,6,0,0,0
Seth Roberts,RobeSe00,2015,196,25.2,5,1,32,0,0,4
Seth Roberts,RobeSe00,2016,196,25.2,5,2,34,0,0,3
Andre Roberts,RobeAn00,2014,192,26.8,2,,12,0,0,3
Andre Roberts,RobeAn00,2012,192,26.8,5,,30,0,0,5
Andre Roberts,RobeAn00,2015,192,26.8,1,,6,0,0,2
Andre Roberts,RobeAn00,2013,192,26.8,2,,12,0,0,4
Andre Roberts,RobeAn00,2016,192,26.8,3,,18,0,0,4
Andre Roberts,RobeAn00,2011,192,26.8,2,,12,0,0,4
Marcus Roberson,RobeMa00,2015,191,25.9,0,,0,0,0,2
Philip Rivers,RivePh00,2012,228,27,0,,0,0,0,10
Philip Rivers,RivePh00,2015,228,27,0,,0,0,0,12
Philip Rivers,RivePh00,2013,228,27,0,,0,1,0,16
Philip Rivers,RivePh00,2016,228,27,0,,0,1,0,13
Philip Rivers,RivePh00,2011,228,27,1,,6,1,0,17
Philip Rivers,RivePh00,2014,228,27,0,,0,0,0,12
Mychal Rivera,RiveMy00,2015,242,30.2,1,,6,0,0,2
Mychal Rivera,RiveMy00,2013,242,30.2,4,,24,0,0,3
Mychal Rivera,RiveMy00,2016,242,30.2,1,,6,0,0,2
Mychal Rivera,RiveMy00,2014,242,30.2,4,,24,0,0,3
Aaron Ripkowski,RipkAa00,2016,255,33.6,3,,18,0,0,2
Aaron Ripkowski,RipkAa00,2015,255,33.6,0,,0,0,0,0
Javon Ringer,RingJa00,2011,200,29.5,1,,6,0,0,2
Stevan Ridley,RidlSt00,2012,230,32.1,12,,72,0,0,11
Stevan Ridley,RidlSt00,2015,230,32.1,0,,0,0,0,1
Stevan Ridley,RidlSt00,2013,230,32.1,7,,42,0,0,6
Stevan Ridley,RidlSt00,2011,230,32.1,1,,6,0,0,4
Stevan Ridley,RidlSt00,2014,230,32.1,2,,12,0,0,3
Theo Riddick,RiddTh00,2015,201,28.8,3,,18,0,0,7
